nicu,name,full_address,addr,city_state_zip,level,beds,type,contact,latitude,longitude
747,Mission Hospital,"27700 Medical Center Rd Mission Viejo, CA 92691",27700 Medical Center Rd,"Mission Viejo, CA 92691",III,22,Private Practice,"Stephen Hanten, MD",33.56159487000008,-117.66721061999999
748,Mission Regional Medical Center,"900 S Bryan Rd Mission, TX 78572",900 S Bryan Rd,"Mission, TX 78572",III,20,Private Practice,NA,NA,NA
749,Mississippi Baptist Medical Center,"1225 N State St Jackson, MS 39202",1225 N State St,"Jackson, MS 39202",III,32,Private Practice,NA,32.314300642000035,-90.17826915799998
750,Missouri Baptist Medical Center,"3015 N Ballas Rd St. Louis, MO 63131",3015 N Ballas Rd,"St. Louis, MO 63131",III,25,Academic Program,"Steve Liao, MD",38.63478652900005,-90.44352862899996
751,Mohawk Valley Health System – St. Luke’s Campus,"1656 Champlin Ave Utica, NY 13502",1656 Champlin Ave,"Utica, NY 13502",II,12,Private Practice,NA,NA,NA
752,Monmouth Medical Center,"300 2nd Ave Long Branch, NJ 07740",300 2nd Ave,"Long Branch, NJ 07740",III,29,Private Practice,"Susan Hudome, MD",40.29675713600005,-73.98340192899997
753,Montefiore Medical Center – Einstein Campus,"1825 Eastchester Road Bronx, NY 10461",1825 Eastchester Road,"Bronx, NY 10461",IV,35,Academic Program,"Suhas Nafday, MD",40.85024176600007,-73.84488453099993
754,Montefiore Medical Center – Wakefield Campus,"600 East 233rd Street Bronx, NY 10466",600 East 233rd Street,"Bronx, NY 10466",III,15,Academic Program,NA,NA,NA
755,Montefiore New Rochelle Hospital,"16 Guion Pl New Rochelle, NY 10801",16 Guion Pl,"New Rochelle, NY 10801",III,10,Academic Program,NA,40.91301238900007,-73.78705103899995
756,Montefiore Nyack Hospital,"160 N Midland Ave, Nyack, NY 10960","160 N Midland Ave,","Nyack, NY 10960",II,10,NA,"Jesus Jaile-Marti, MD",NA,NA
757,Montefiore St. Lule’s Cornwall Hospitqal,"70 Dubois St Newburgh, NY 12550",70 Dubois St,"Newburgh, NY 12550",II,10,Academic Program,"Prabhakar Kocherlakota, MD",41.50366874400004,-74.01516368399996
758,Montgomery Medical Center,"18101 Prince Philip Dr Olney, MD 20832",18101 Prince Philip Dr,"Olney, MD 20832",II,18,Academic Program,"Nitin Mehta, MD",39.153581581000026,-77.05673639099996
759,Morristown Medical Center,"100 Madison Avenue, Morristown, NJ 07960","100 Madison Avenue,","Morristown, NJ 07960",III,34,Private Practice,"Lawrence Skolnick, MD",NA,NA
760,Morton Plant Hospital,"300 Pinellas St Clearwater, FL 33756",300 Pinellas St,"Clearwater, FL 33756",II,15,Private Practice,NA,27.951816335000046,-82.80387386699994
761,Moses Taylor Hospital,"700 Quincy Ave Scranton, PA 18510",700 Quincy Ave,"Scranton, PA 18510",III,16,Private Practice,Open Position,NA,NA
762,Mount Auburn Hospital,"330 Mt Auburn St Cambridge, MA 02138",330 Mt Auburn St,"Cambridge, MA 02138",II,7,Employed Group,"Nicole Grady, MD",42.37504497300006,-71.13634296999999
763,Mount Carmel East,"6001 E Broad St Columbus, OH 43213",6001 E Broad St,"Columbus, OH 43213",III,23,Private Practice,"Tony Thiele, DO",39.97931520600008,-82.84341428499994
764,Mount Carmel Grove City,"5300 North Meadows Drive Grove City, Ohio 43123",5300 North Meadows Drive,"Grove City, Ohio 43123",III,16,Private Practice,NA,NA,NA
765,Mount Carmel St. Ann’s Hospital,"500 S Cleveland Ave Westerville, OH 43081",500 S Cleveland Ave,"Westerville, OH 43081",III,23,Private Practice,"Randy Miller, MD",NA,NA
766,Mount Sinai Hospital,"1500 S Fairfield Ave Chicago, IL 60608",1500 S Fairfield Ave,"Chicago, IL 60608",III,44,Academic Program,NA,NA,NA
767,Mount Sinai Kravis Children’s Hospital,"1176 Fifth Avenue New York, NY 10029",1176 Fifth Avenue,"New York, NY 10029",IV,46,Academic Program,"Courtney Juliano, MD",40.789659595000046,-73.95447440099997
768,Mount Sinai Medical Center,"4300 Alton Rd Miami Beach, FL 33140",4300 Alton Rd,"Miami Beach, FL 33140",III,8,NA,"Jose Adams, MD",NA,NA
769,Mount Sinai South Nassau Hospital,"1 Healthy Way Oceanside, NY 11572",1 Healthy Way,"Oceanside, NY 11572",II,6,Hospital Employed,"Warren Rosenfeld, MD",NA,NA
770,Mount Sinai West,"1000 10th Ave New York, NY 10019",1000 10th Ave,"New York, NY 10019",III,35,Academic Program,"Lisa Eiland, MD",40.77010586100005,-73.98782795299996
771,Mountain View Hospital,3100 N Tenaya Way Las Vegas NV 89128,3100 N Tenaya Way,Las Vegas NV 89128,III,24,Private Practice,"Patricia Ramsey, MD",36.21389131700005,-115.25004617699994
772,Mountain View Hospital,"1000 E 100 N Payson, UT 84651",1000 E 100 N,"Payson, UT 84651",II,NA,Private Practice,"Dale Gerstmann, MD",NA,NA
773,Mountain View Medical Center,"4311 E Lohman Ave Las Cruces, NM 88011",4311 E Lohman Ave,"Las Cruces, NM 88011",II,12,Private Practice,"Marcella Denen, MD",32.32385007000005,-106.72623878099995
774,Mountain Vista Medical Center,"1301 S Crismon Rd Mesa, AZ 85209",1301 S Crismon Rd,"Mesa, AZ 85209",II,NA,NA,NA,NA,NA
775,Mountainside Hospital,"1 Bay Ave Glen Ridge, NJ 07028",1 Bay Ave,"Glen Ridge, NJ 07028",II,4,Private Practice,"Jonathan Mintzer, MD",NA,NA
776,Multicare Auburn Medical Center,"202 N Division St. Auburn, WA 98001",202 N Division St.,"Auburn, WA 98001",II,NA,Private Practice,NA,47.30861654500006,-122.22981276099995
777,Multicare Deaconess Hospital,"800 W 5th Ave Spokane, WA 99204",800 W 5th Ave,"Spokane, WA 99204",III,44,Private Practice,"Teicha Wilson, MD",47.65140733800007,-117.423558174
778,MultiCare Good Samaritan Hospital,"401 15th Ave SE Puyallup, WA  98372",401 15th Ave SE,"Puyallup, WA  98372",III,43,Private Practice,NA,47.177412411000034,-122.29025691399994
779,MultiCare Tacoma General Hospital,"315 Martin Luther King Junior Way Tacoma, WA  98405",315 Martin Luther King Junior Way,"Tacoma, WA  98405",IV,70,Private Practice,"Ray Sato, MD",47.259946084000035,-122.45351561399997
780,Munson Medical Center,"1105 6th St Traverse City, MI 49684",1105 6th St,"Traverse City, MI 49684",III,22,Employed Group,"Matthew Arnold, MD",44.76162986300005,-85.64144988899994
781,MUSC Children’s Hospital,"165 Ashley Ave Charleston, SC 29425",165 Ashley Ave,"Charleston, SC 29425",III,66,Academic Program,David Annibale. MD,32.78484747300007,-79.94630914699997
782,Nacogdoches Medical Center,"4920 NE Stallings Dr Nacogdoches, TX 75965",4920 NE Stallings Dr,"Nacogdoches, TX 75965",II,8,Private Practice,"Richard Deulofeut, MD",31.65204569200006,-94.65489938399998
783,Nacogdoches Memorial Hospital,"1204 N Mound St Nacogdoches, TX 75961",1204 N Mound St,"Nacogdoches, TX 75961",II,NA,NA,NA,31.613301473000035,-94.64944740999994
784,Nash UNC Health Care,"2460 Curtis Ellis Drive Rocky Mount, NC 27804",2460 Curtis Ellis Drive,"Rocky Mount, NC 27804",II,12,Academic Program,NA,35.97300135200004,-77.84836397499998
785,Nashville General Hospital,"1818 Albion St Nashville, TN 37208",1818 Albion St,"Nashville, TN 37208",II,NA,Private Practice,Susan Campbell. MD,36.16625808900005,-86.80559147999998
786,Nassau University Medical Center,"2201 Hempstead Turnpike East Meadow, NY 11554",2201 Hempstead Turnpike,"East Meadow, NY 11554",III,28,Academic Program,"Harriet Boxer, MD",40.725306336000074,-73.55427250199995
787,National Park Medical Center,"1910 Malvern Ave Hot Springs National Park, AR 71901",1910 Malvern Ave,"Hot Springs National Park, AR 71901",II,NA,NA,NA,34.48662581000008,-93.03380462299998
788,Nationwide Children’s Hospital,"700 Children's Dr Columbus, OH 43205",700 Children's Dr,"Columbus, OH 43205",IV,130,Academic Program,"Edward Shepherd, MD",39.95235534700004,-82.97852245499996
789,Natividad Medical Center,"1441 Constitution Blvd Salinas, CA 93906",1441 Constitution Blvd,"Salinas, CA 93906",III,15,NA,NA,36.700150095000026,-121.61910428299996
790,Naval Hospital at Camp LeJune,"100 Brewster Blvd Camp Lejeune, NC 28547",100 Brewster Blvd,"Camp Lejeune, NC 28547",II,NA,Private Practice,"Caleb Podraza, MD",NA,NA
791,Naval Medical Center Portsmouth,"620 John Paul Jones Cir Portsmouth, VA 23708",620 John Paul Jones Cir,"Portsmouth, VA 23708",III,24,NA,NA,36.843403617000035,-76.30492772199995
792,Naval Medical Center San Diego,"34800 Bob Wilson Dr San Diego, CA 92134",34800 Bob Wilson Dr,"San Diego, CA 92134",III,32,NA,NA,32.72455810100007,-117.14467497199996
793,Navicent Health – Children’s Hospital,"888 Pine St Macon, GA 31201",888 Pine St,"Macon, GA 31201",III,66,Private Practice,"Mitch Rodriguez, MD",32.83520617600004,-83.63653528599997
794,Nemours Children’s Hospital,"13535 Nemours Parkway Orlando, FL 32827",13535 Nemours Parkway,"Orlando, FL 32827",III,13,Academic Program,"Darlene Calhoun, MD",28.37501092000008,-81.27434482999996
795,Nemours/Alfred I. duPont Hospital for Children,"1600 Rockland Road Wilmington, DE 19803",1600 Rockland Road,"Wilmington, DE 19803",IV,36,Academic Program,"Mark Ogino, MD",39.788440698000045,-75.56649720699994
796,New Hanover Regional Medical Center,"2131 S 17th St Wilmington, NC 28401, USA",2131 S 17th St,"Wilmington, NC 28401, USA",III,45,Private Practice,"Sherri Carol, MD",34.20751791400005,-77.92458083799994
797,New York Presbyterian / Columbia University Medical Center,"622 W 168th St New York, NY 10032",622 W 168th St,"New York, NY 10032",IV,62,Academic Program,"Marianne Garland, MD",40.84136775500008,-73.94045259699999
798,New York Presbyterian Allen Hospital,"5141 Broadway New York, NY 10034",5141 Broadway,"New York, NY 10034",II,6,Academic Program,NA,40.87276301600008,-73.91220633299997
799,New York Presbyterian Brooklyn Methodist Hospital,"506 6th St Brooklyn, NY 11215",506 6th St,"Brooklyn, NY 11215",III,26,Academic Program,"Madhu Gudavalli, MD",40.66846803200008,-73.97958721699996
800,New York Presbyterian Hudson Valley Hospital,"1980 Crompond Road Cortlandt Manor, New York 10567",1980 Crompond Road,"Cortlandt Manor, New York 10567",II,8,Academic Program,NA,41.29138623500006,-73.89186341899995
801,New York Presbyterian Lawrence Hospital,"55 Palmer Avenue Bronxville, NY 10708",55 Palmer Avenue,"Bronxville, NY 10708",II,7,NA,NA,40.94151128900006,-73.83713262999999
802,New York-Presbyterian Hospital / Queens,"56-45 Main St Flushing, NY 11355",56-45 Main St,"Flushing, NY 11355",III,14,Academic Program,"Pinchi Srinivasan, MD",40.74751028800006,-73.82607568499998
803,New York-Presbyterian Lower Manhattan Hospital,"170 William St New York, NY 10038",170 William St,"New York, NY 10038",II,8,Academic Program,"Jeffrey M. Perlman, MD",40.71044018900005,-74.00554830699997
804,Newark Beth Israel Medical Center,"201 Lyons Ave, Newark, NJ 07112","201 Lyons Ave,","Newark, NJ 07112",IV,46,Employed Group,"Morris Cohen, MD",40.71015607600003,-74.21385225899996
805,Newton Medical Center,"175 High St, Newton, NJ 07860","175 High St,","Newton, NJ 07860",II,NA,NA,NA,41.05697824400005,-74.76030686399997
806,Newton Medical Center,"600 Medical Center Dr Newton, KS 67114",600 Medical Center Dr,"Newton, KS 67114",II,NA,NA,NA,38.022076327000036,-97.33362619099995
807,Newton-Wellesley Hospital,"2014 Washington St Newton, MA 02462",2014 Washington St,"Newton, MA 02462",II,12,Academic Program,"Sujatha Ramadurai, MD",42.330384485000025,-71.24820503199999
808,NewYork-Presbyterian Hospital / Weill Cornell Medical Center,"525 E 68th St New York, NY 10065",525 E 68th St,"New York, NY 10065",IV,50,Academic Program,NA,40.76421428300006,-73.95541201399999
809,Nicklaus Children’s Hospital,"3100 Southwest 62nd Avenue Miami, FL 33155",3100 Southwest 62nd Avenue,"Miami, FL 33155",III,40,Employed Group,"Saima Aftab, MD",25.742539159000046,-80.29515203899996
810,Norman Regional HealthPlex,"3300 HealthPlex Parkway Norman, OK 73072",3300 HealthPlex Parkway,"Norman, OK 73072",III,16,NA,NA,NA,NA
811,Norman Regional Moore,"700 S Telephone Rd Moore, OK 73160",700 S Telephone Rd,"Moore, OK 73160",II,NA,NA,NA,35.33243714100007,-97.49451814399998
812,North Central Baptist Hospital,"520 Madison Oak Dr San Antonio, TX 78258, USA",520 Madison Oak Dr,"San Antonio, TX 78258, USA",IV,60,Private Practice,"Mary Wearden, MD",29.621292648000065,-98.491249995999965
813,North Central Bronx Hospital,"3424 Kossuth Avenue Bronx, NY 10467",3424 Kossuth Avenue,"Bronx, NY 10467",II,11,Academic Program,"Ronald Saintonge, MD",40.88066089000006,-73.88157974799998
814,North Colorado Medical Center,"1801 16th St Greeley, CO 80631",1801 16th St,"Greeley, CO 80631",II,NA,Private Practice,NA,40.410488015000055,-104.70538797499995
815,North Florida Regional Medical Center,"6500 W Newberry Rd Gainesville, FL 32605",6500 W Newberry Rd,"Gainesville, FL 32605",II,12,Private Practice,NA,29.65971588800005,-82.41072095599998
816,North Kansas City Hospital,"2800 Clay Edwards Dr North Kansas City, MO 64116",2800 Clay Edwards Dr,"North Kansas City, MO 64116",III,18,Academic Program,"Steven Olsen, MD",39.149591057000066,-94.55007518899998
817,North Memorial Health Hospital,"3300 Oakdale Ave N Robbinsdale, MN 55422",3300 Oakdale Ave N,"Robbinsdale, MN 55422",III,35,Private Practice,"Jeanne Mrozek, MD",NA,NA
818,North Mississippi Medical Center – Gilmore Amory,"1105 Earl Frye Blvd Amory, MS 38821",1105 Earl Frye Blvd,"Amory, MS 38821",II,6,Private Practice,"Zhear Al-Godi, MD",33.97497494400005,-88.47754464499997
819,North Mississippi Medical Center – Tupelo,"830 S Gloster St Tupelo, MS 38801",830 S Gloster St,"Tupelo, MS 38801",III,34,Private Practice,Open Position,34.24426511900003,-88.71744104899994
820,North Oaks Medical Center,"15790 N Oaks Dr Hammond, LA 70403",15790 N Oaks Dr,"Hammond, LA 70403",III,14,Academic Program,"Jeffrey Surcouf, MD",NA,NA
821,North Shore Medical Center,"1100 NW 95th St, Miami, FL 33150","1100 NW 95th St,","Miami, FL 33150",III,NA,Private Practice,NA,25.86163954500006,-80.21477434299999
822,North Shore Medical Center,"81 Highland Avenue Salem, MA 01970",81 Highland Avenue,"Salem, MA 01970",II,12,Academic Program,"Katheryn Nathe, MD (Interim)",42.51241218600006,-70.90818014899997
823,North Shore University Hospital,"300 Community Dr Manhasset, NY 11030",300 Community Dr,"Manhasset, NY 11030",III,51,Academic Program,"Richard Schanler, MD",40.776151033000076,-73.70304056199996
824,North Suburban Medical Center,"9191 Grant St Thornton, CO 80229",9191 Grant St,"Thornton, CO 80229",II,NA,Private Practice,"Pamela Gewinner, MD",39.864104981000025,-104.98443758099995
825,Northbay Medical Center,"1200 B Gale Wilson Blvd Fairfield, CA, USA",1200 B Gale Wilson Blvd,"Fairfield, CA, USA",III,16,NA,NA,NA,NA
826,Northeast Baptist Hospital,"8811 Village Dr San Antonio, TX 78217",8811 Village Dr,"San Antonio, TX 78217",III,16,Private Practice,NA,29.520307142000036,-98.42764404199994
827,Northeast Georgia Medical Center,"743 Spring St NE Gainesville, GA 30501",743 Spring St NE,"Gainesville, GA 30501",III,26,Private Practice,"Cynthia Cabrera, MD",34.30239745800003,-83.81862357699998
828,Northern Light Mercy Hospital,"144 State St Portland, ME 04101",144 State St,"Portland, ME 04101",II,NA,NA,NA,43.65201696100007,-70.26509059999995
829,Northern Westchester Hospital,"400 E Main St Mt Kisco, NY 10549",400 E Main St,"Mt Kisco, NY 10549",III,10,Hospital Employed,"Rick Stafford, MD",41.198415632000035,-73.72487060399999
830,Northport Medical Center,"2700 Hospital Dr Northport, AL 35476",2700 Hospital Dr,"Northport, AL 35476",II,13,Private Practice,"Javier Repetto, MD",33.23466416500003,-87.56950885399993
831,Northridge Hospital Medical Center,"18300 Roscoe Blvd Northridge, CA 91325",18300 Roscoe Blvd,"Northridge, CA 91325",III,17,NA,NA,34.22078427100007,-118.53206061199995
832,Northside Hospital,"1000 Johnson Ferry Rd NE Atlanta, GA 30342",1000 Johnson Ferry Rd NE,"Atlanta, GA 30342",III,100,Private Practice,"Kenneth Kupke, MD",33.90788781900005,-84.35478267299999
833,Northside Hospital Cherokee,"450 Northside Cherokee Blvd Canton, GA 30115",450 Northside Cherokee Blvd,"Canton, GA 30115",III,15,Private Practice,NA,34.22930751700005,-84.46057263799997
834,Northside Hospital Forsyth,"1200 Northside Forsyth Dr Cumming, GA 30041",1200 Northside Forsyth Dr,"Cumming, GA 30041",III,21,Private Practice,"Davin Miller, MD",NA,NA
835,Northside Hospital Gwinnett,"1000 Medical Center Blvd Lawrenceville, GA 30046",1000 Medical Center Blvd,"Lawrenceville, GA 30046",III,28,Private Practice,NA,NA,NA
836,Northwest Community Hospital,"800 W Central Rd Arlington Heights, IL 60005",800 W Central Rd,"Arlington Heights, IL 60005",III,22,Academic Program,"Joel Fisher, MD",NA,NA
837,Northwest Hospital,"1959 NE Pacific St Seattle, WA 98195",1959 NE Pacific St,"Seattle, WA 98195",II,NA,Academic Program,"Toby Cohen, MD",47.650773851000054,-122.30810091899997
838,Northwest Medical Center,"6200 N La Cholla Blvd Tucson, AZ 85741, USA",6200 N La Cholla Blvd,"Tucson, AZ 85741, USA",II,17,Private Practice,"Latha  Kumaraswam, MD",32.31456832500004,-111.01213244799999
839,Northwest Medical Center,"2801 N State Rd 7 Margate, FL 33063",2801 N State Rd 7,"Margate, FL 33063",III,17,Private Practice,NA,26.261757345000035,-80.20171832499994
840,Northwest Medical Center-Bentonville,"3000 Medical Center Pkwy Bentonville, AR 72712",3000 Medical Center Pkwy,"Bentonville, AR 72712",II,6,Network Medical Group,"Travis Anschutz, MD",36.33981918400008,-94.18938221999997
841,Northwest Texas Hospital,"1501 South Coulter Street Amarillo, TX 79106",1501 South Coulter Street,"Amarillo, TX 79106",III,32,NA,NA,35.19954741200007,-101.92186143599997
842,Northwestern Medicine Central DuPage Hospital,"25 N Winfield Rd Winfield, IL 60190",25 N Winfield Rd,"Winfield, IL 60190",III,29,Academic Program,"Jeffrey Loughhead, MD",NA,NA
843,Northwestern Medicine Delnor Hospital,"300 Randall Rd Geneva, IL 60134",300 Randall Rd,"Geneva, IL 60134",II,NA,Academic Program,"Jeffrey Loughead, MD",41.88669728900004,-88.34038523699996
844,Northwestern Medicine Huntley Hospital,"10400 Haligus Rd Huntley, IL 60142",10400 Haligus Rd,"Huntley, IL 60142",II,NA,Private Practice,"Margaret Go, MD",42.18243178300003,-88.40308753999994
845,Northwestern Medicine Lake Forest Hospital,"1000 N Westmoreland Rd Lake Forest, IL 60045",1000 N Westmoreland Rd,"Lake Forest, IL 60045",II,NA,Academic Program,NA,42.25790125800006,-87.86421379999996
846,Northwestern Memorial Hospital,"251 E. Huron St. Chicago, IL 60611",251 E. Huron St.,"Chicago, IL 60611",III,44,Academic Program,"Leslie Caldarelli, MD",41.894998040000075,-87.62149707999998
847,Norton Children’s Hospital,"231 E Chestnut St Louisville, KY 40202, USA",231 E Chestnut St,"Louisville, KY 40202, USA",IV,101,Academic Program,"Scott Duncan, MD",38.247967396000035,-85.74880264099994
848,Norton Hospital,"4001 Dutchmans Ln Louisville, KY 40207",4001 Dutchmans Ln,"Louisville, KY 40207",III,44,Academic Program,NA,38.233777032000035,-85.63459889199999
849,Norwalk Hospital,"34 Maple St Norwalk, CT 06856",34 Maple St,"Norwalk, CT 06856",III,16,Academic Program,"Brett Citarella, MD (Interim)",41.11273681700004,-73.42457361899994
850,Novant Health Huntersville Medical Center,"10030 Gilead Rd Huntersville, NC 28078",10030 Gilead Rd,"Huntersville, NC 28078",III,4,Private Practice,NA,NA,NA
851,Novant Health Matthews Medical Center,"1500 Matthews Township Pkwy Matthews, NC 28105",1500 Matthews Township Pkwy,"Matthews, NC 28105",II,NA,Private Practice,NA,35.121927991000064,-80.71435594599996
852,Novant Health Mint Hill Medical Center,"8201 Healthcare Loop Charlotte, NC 28215",8201 Healthcare Loop,"Charlotte, NC 28215",II,NA,Private Practice,NA,35.22482077500007,-80.64838283999995
853,Novant Presbyterian Medical Center,"200 Hawthorne Ln Charlotte, NC 28204",200 Hawthorne Ln,"Charlotte, NC 28204",IV,38,Private Practice,"Joseph Brady, MD",35.21298706600004,-80.82548238199996
854,NYU Langone Brooklyn,"150 55th Street Brooklyn, NY 11220",150 55th Street,"Brooklyn, NY 11220",II,10,Academic Program,NA,40.64694292400003,-74.02092153199999
855,NYU Winthrop Hospital,"259 1st St New York, NY 11501",259 1st St,"New York, NY 11501",IV,35,Academic Program,"Nazeeh Hanna, MD",40.74206053000006,-73.64176246099998
856,O’Connor Hospital,"2105 Forest Ave San Jose, CA 95128",2105 Forest Ave,"San Jose, CA 95128",III,10,NA,NA,37.32708179600007,-121.93628885699997
857,Oak Hill Hospital,"11375 Cortez Blvd Brooksville, FL 34613",11375 Cortez Blvd,"Brooksville, FL 34613",II,10,Private Practice,"Alfredo Cartaya, MD",28.533329897000044,-82.53438475899998
858,OakBend Medical Center,"1705 Jackson St Richmond, TX 77469",1705 Jackson St,"Richmond, TX 77469",II,30,NA,NA,29.578249248000077,-95.77067216299997
859,Ocean Medical Center,"415-425 Jack Martin Blvd, Brick Township, NJ 08724","415-425 Jack Martin Blvd,","Brick Township, NJ 08724",II,NA,Academic Program,NA,NA,NA
860,Ochsner Hospital for Children,"1514 Jefferson Hwy Jefferson, LA 70121",1514 Jefferson Hwy,"Jefferson, LA 70121",IV,54,Academic Program,"Amanda England, MD",29.962664932000052,-90.14467268999994
861,Ochsner Medical Center – Baton Rouge,"17000 Medical Center Dr Baton Rouge, LA 70816",17000 Medical Center Dr,"Baton Rouge, LA 70816",III,21,Academic Program,"Steven Spedale, MD",30.443471036000062,-91.00089943199998
862,Ochsner Medical Center – Kenner,"180 W. Esplanade Ave. Kenner, LA 70065",180 W. Esplanade Ave.,"Kenner, LA 70065",II,20,NA,NA,30.023577750000072,-90.27814946499996
863,Ochsner Medical Center – West Bank,"120 Ochsner Blvd Gretna, LA 70056",120 Ochsner Blvd,"Gretna, LA 70056",III,16,Academic Program,NA,NA,NA
864,Odessa Regional Medical Center,"520 E 6th St Odessa, TX 79761",520 E 6th St,"Odessa, TX 79761",III,49,Private Practice,"Sanjay Patel, MD",31.851248352000027,-102.36636182999996
865,Ogden Regional Medical Center,"5475 S 500 E Ogden, UT 84405",5475 S 500 E,"Ogden, UT 84405",III,21,Private Practice,"James Berger, MD",41.164025534000075,-111.96858501499997
866,Ohio State University Wexner Medical Center,"410 W 10th Ave Columbus, OH 43210",410 W 10th Ave,"Columbus, OH 43210",III,49,Academic Program,NA,39.994434169000044,-83.01643988299998
867,Oishei Children’s Hospital,"818 Ellicott St Buffalo, NY 14203",818 Ellicott St,"Buffalo, NY 14203",IV,64,Academic Program,"Deepali Handa, MD",42.90056542200006,-78.86715716999998
868,Oklahoma Children’s Hospital,"​1200 Childrens Ave Oklahoma City, OK 73104",​1200 Childrens Ave,"Oklahoma City, OK 73104",IV,94,Academic Program,"Patricia Williams, MD",NA,NA
869,Olathe Medical Center,"20333 W 151st St Olathe, KS 66061",20333 W 151st St,"Olathe, KS 66061",II,NA,Private Practice,NA,38.85462148500005,-94.82254234999999
870,Onslow Memorial Hospital,"317 Western Blvd Jacksonville, NC 28546",317 Western Blvd,"Jacksonville, NC 28546",III,15,Private Practice,"Madhur Mittal, MD",34.76309379200006,-77.38276090699998
871,Orange Coast Memorial,"9920 Talbert Ave Fountain Valley, CA 92708",9920 Talbert Ave,"Fountain Valley, CA 92708",II,12,Private Practice,NA,33.70165705900007,-117.95567725799998
872,Orange County Global Medical Center,"1001 N Tustin Ave Santa Ana, CA 92705, USA",1001 N Tustin Ave,"Santa Ana, CA 92705, USA",III,16,Private Practice,"Katrina Tesmer, MD",33.75301471600005,-117.83419195899995
873,Orange Park Medical Center,"2001 Kingsley Ave Orange Park, FL 32073",2001 Kingsley Ave,"Orange Park, FL 32073",II,7,Private Practice,NA,30.164909202000047,-81.73611712299999
874,Orange Regional Medical Center,"707 E Main St Middletown, NY 10940",707 E Main St,"Middletown, NY 10940",II,10,Academic Program,NA,41.439879691000044,-74.36740370399997
875,Oregon Health & Sciences University,"3181 Sam Jackson Park Rd Portland, OR 97239",3181 Sam Jackson Park Rd,"Portland, OR 97239",IV,48,Academic Program,"Robert Schelonka , MD",NA,NA
876,Orem Community Hospital,"331 N 400 West Orem, UT 84057",331 N 400 West,"Orem, UT 84057",II,5,NA,NA,40.30367830200004,-111.70537499199997
877,Osceola Regional Medical Center,"700 W Oak St Kissimmee, FL 34741",700 W Oak St,"Kissimmee, FL 34741",III,18,Academic Program,NA,28.300898277000044,-81.41097270799997
878,OSF Children’s Hospital of Illinois,"530 NE Glen Oak Ave Peoria, IL 61637",530 NE Glen Oak Ave,"Peoria, IL 61637",III,64,Academic Program,"M. Jawad Javed, MD",40.70217554100003,-89.59119490499995
879,OSF Heart of Mary Medical Center,"1400 W Park St, Urbana, IL 61801","1400 W Park St,","Urbana, IL 61801",II,NA,NA,NA,40.11739080600006,-88.22615746399998
880,OSF St. Joseph Medical Center,"2200 E Washington St Bloomington, IL 61701",2200 E Washington St,"Bloomington, IL 61701",II,NA,Academic Program,"M. Jawad Javed, MD",40.48007812900005,-88.95706154699997
881,Our Lady of Lourdes,"4801 Ambassador Caffery Pkwy Lafayette, LA 70508",4801 Ambassador Caffery Pkwy,"Lafayette, LA 70508",III,50,Private Practice,NA,30.14973933600004,-92.03997416999994
882,Our Lady of the Lake Children’s  Hospital,"8300 Constantin Blvd Baton Rouge, LA 70809",8300 Constantin Blvd,"Baton Rouge, LA 70809",III,11,NA,NA,NA,NA
883,Overlake Medical Center,"1035 116th Ave NE Bellevue, WA  98004",1035 116th Ave NE,"Bellevue, WA  98004",III,18,Private Practice,NA,47.620427766000034,-122.18564321399998
884,Overland Park Regional Medical Center,"10500 Quivira Road Overland Park, KS 66215",10500 Quivira Road,"Overland Park, KS 66215",III,70,Private Practice,"Thomas Lancaster, MD",38.93862646400004,-94.72353370799999
885,Overlook Medical Center,"99 Beauvoir Ave, Summit, NJ 07901","99 Beauvoir Ave,","Summit, NJ 07901",III,15,Private Practice,"Lawrence Skolnick, MD",40.71248544100007,-74.35444312899995
886,Owensboro Health Regional Hospital,"1201 Pleasant Valley Road Owensboro, KY 42303",1201 Pleasant Valley Road,"Owensboro, KY 42303",III,20,Academic Program,"Bridget Burshears, MD",37.77308208300008,-87.06605696199995
887,Palisades Medical Center,"7600 River Rd, North Bergen, NJ 07047","7600 River Rd,","North Bergen, NJ 07047",II,NA,Academic Program,NA,40.79612370000007,-73.99670064399999
888,Palmetto General Hospital,"2001 W 68th St Hialeah, FL 33016",2001 W 68th St,"Hialeah, FL 33016",II,15,Private Practice,NA,NA,NA
889,Palomar Medical Center – Escondido,"2185 Citracado Parkway Escondido, CA 92029",2185 Citracado Parkway,"Escondido, CA 92029",II,4,NA,NA,33.122427318000064,-117.11875762799997
890,Palos Hospital,"12251 S 80th Ave Palos Heights, IL 60467",12251 S 80th Ave,"Palos Heights, IL 60467",II,NA,Private Practice,"Brett Galley, MD",NA,NA
891,Paoli Hospital,"255 W Lancaster Ave Paoli, PA 19301",255 W Lancaster Ave,"Paoli, PA 19301",II,NA,Network Medical Group,NA,40.04209385400003,-75.50010659499998
892,Parkland Memorial Hospital,"5200 Harry Hines Blvd Dallas, TX 75235",5200 Harry Hines Blvd,"Dallas, TX 75235",III,98,Academic Program,"Jaleel Mambarambath, MD",32.81166530100006,-96.83698350499998
